iter	MAE
698	75.93451068
699	75.92193982
700	75.9094934
701	75.88445012
702	75.86046109
703	75.85190344
704	75.81808721
705	75.79406214
706	75.77572438
707	75.76693733
708	75.75713734
709	75.72757304
710	75.71368351
711	75.68435547
712	75.66670251
713	75.64515242
714	75.63481525
715	75.62912642
716	75.6021033
717	75.59492074
718	75.55682728
719	75.53357483
720	75.51653666
721	75.48007972
722	75.47226764
723	75.4632937
724	75.44707414
725	75.41898148
726	75.39769314
727	75.37911343
728	75.34199814
729	75.32410678
730	75.3163047
731	75.29013833
732	75.28691827
733	75.26027994
734	75.24158023
735	75.22387931
736	75.2163298
737	75.21302693
738	75.20159809
739	75.18038301
740	75.1640914
741	75.15418136
742	75.14264104
743	75.1350194
744	75.12336356
745	75.10621644
746	75.08354677
747	75.06780078
748	75.01118342
749	74.98917467
750	74.97980838
751	74.9648281
752	74.94719734
753	74.93424386
754	74.93032981
755	74.92209083
756	74.91365861
757	74.89134041
758	74.88327311
759	74.86075657
760	74.83749543
761	74.81330108
762	74.79127876
763	74.78527961
764	74.77716546
765	74.74168783
766	74.72135711
767	74.70591262
768	74.69363856
769	74.66604218
770	74.64815774
771	74.61807694
772	74.58535218
773	74.53522308
774	74.49505852
775	74.48508843
776	74.47108637
777	74.45786627
778	74.43586604
779	74.41093612
780	74.39202939
781	74.352814
782	74.33920619
783	74.31092277
784	74.28701205
785	74.27241816
786	74.2629505
787	74.24560342
788	74.23521208
789	74.22789363
790	74.1938102
791	74.17590852
792	74.16445227
793	74.13560902
794	74.13315231
795	74.12315142
796	74.11047903
797	74.09324607
798	74.07580274
799	74.05062553
800	73.99521004
801	73.97155672
802	73.9668145
803	73.9437101
804	73.91065558
805	73.87806304
806	73.83779139
807	73.83110394
808	73.7961071
809	73.78578321
810	73.77938887
811	73.76449889
812	73.74658164
813	73.71947123
814	73.70230714
815	73.68802994
816	73.64238919
817	73.63153482
818	73.6019244
819	73.58497829
820	73.57245133
821	73.54493143
822	73.52372674
823	73.47787933
824	73.46362469
825	73.44211064
826	73.4288838
827	73.41201552
828	73.36580611
829	73.34594555
830	73.33653392
831	73.32298441
832	73.30445942
833	73.30058292
834	73.27372385
835	73.2459621
836	73.24000983
837	73.2290616
838	73.20810409
839	73.18783488
840	73.17895554
841	73.16200873
842	73.14825285
843	73.13557814
844	73.12736668
845	73.11772253
846	73.10625519
847	73.09170846
848	73.06285308
849	73.05499993
850	73.03564365
851	73.02499905
852	73.0087422
853	73.00123761
854	72.99726047
855	72.98083183
856	72.96978834
857	72.96083849
858	72.95785518
859	72.94955695
860	72.92884919
861	72.91763593
862	72.91235342
863	72.9079559
864	72.88728692
865	72.86181979
866	72.8300137
867	72.82497046
868	72.80901308
869	72.78433823
870	72.77467285
871	72.72773412
872	72.72713899
873	72.72517698
874	72.70505121
875	72.68212222
876	72.67377336
877	72.65676113
878	72.64385117
879	72.62075163
880	72.61488544
881	72.58835002
882	72.57393151
883	72.55287835
884	72.52363525
885	72.49432768
886	72.48105263
887	72.47754065
888	72.47021453
889	72.4646107
890	72.43960598
891	72.4210553
892	72.40117421
893	72.39897316
894	72.37967459
895	72.34830511
896	72.31101183
897	72.27989932
898	72.24256294
899	72.21859823
900	72.2054238
901	72.19139932
902	72.1859096
903	72.18053093
904	72.15670935
905	72.13232725
906	72.12033576
907	72.10232148
908	72.09062479
909	72.06313398
910	72.03800784
911	72.03450112
912	72.01628651
913	72.00906204
914	71.98837289
915	71.94562234
916	71.94301871
917	71.93887482
918	71.92409853
919	71.92062671
920	71.90255686
921	71.89998627
922	71.89495073
923	71.89169739
924	71.86692808
925	71.85788881
926	71.84086053
927	71.82870106
928	71.81349353
929	71.8009723
930	71.7883388
931	71.78026456
932	71.76740611
933	71.72888203
934	71.7181515
935	71.71536488
936	71.69681313
937	71.66414754
938	71.6562733
939	71.64715072
940	71.64131953
941	71.6237158
942	71.60402507
943	71.59781264
944	71.58530617
945	71.57679515
946	71.57126029
947	71.54833049
948	71.52715764
949	71.50733562
950	71.48016478
951	71.46880084
952	71.46533587
953	71.45555084
954	71.43316219
955	71.41813103
956	71.38899185
957	71.3802224
958	71.36000761
959	71.35239826
960	71.33995036
961	71.33651248
962	71.31878444
963	71.29768294
964	71.28688055
965	71.2773262
966	71.25214514
967	71.23550462
968	71.2311098
969	71.22296442
970	71.20536455
971	71.1823251
972	71.17600079
973	71.1520993
974	71.14700894
975	71.14596031
976	71.14194738
977	71.13770895
978	71.13372491
979	71.12303778
980	71.11349891
981	71.1085788
982	71.10544474
983	71.09908299
984	71.09473528
985	71.0899083
986	71.08031596
987	71.07193084
988	71.06940628
989	71.06325621
990	71.06114653
991	71.04884762
992	71.04431378
993	71.03468537
994	71.02887646
995	71.02088174
996	71.01489709
997	71.00738205
998	71.00424879
999	70.99659187
1000	70.99049149
1001	70.97995079
1002	70.97649559
1003	70.96119151
1004	70.95539032
1005	70.94465063
1006	70.93254509
1007	70.93104913
1008	70.90546105
1009	70.89335373
1010	70.89095624
1011	70.88469924
1012	70.87939042
1013	70.86411804
1014	70.85578481
1015	70.85315868
1016	70.8447148
1017	70.83934893
1018	70.82713483
1019	70.81657681
1020	70.79892635
1021	70.79550638
1022	70.79247631
1023	70.77980275
1024	70.77651558
1025	70.76792648
1026	70.75023715
1027	70.73717553
1028	70.73361874
1029	70.72877841
1030	70.72075813
1031	70.71538519
1032	70.7130233
1033	70.70925277
1034	70.69982223
1035	70.6926509
1036	70.68581422
1037	70.67719646
1038	70.67532332
1039	70.66136753
1040	70.65769442
1041	70.65204783
1042	70.64732332
1043	70.63572974
1044	70.623873
1045	70.62284197
1046	70.61746745
1047	70.60770236
1048	70.59618519
1049	70.58843239
1050	70.57631141
1051	70.57418875
1052	70.56547045
1053	70.56212602
1054	70.55700444
1055	70.54353162
1056	70.53753018
1057	70.534381
1058	70.5286332
1059	70.52356417
1060	70.52282993
1061	70.51973077
1062	70.49460336
1063	70.48983383
1064	70.48871588
1065	70.48272961
1066	70.47672445
1067	70.46959233
1068	70.46802256
1069	70.4596132
1070	70.45394716
1071	70.45091122
1072	70.44820744
1073	70.44034158
1074	70.43793033
1075	70.43482288
1076	70.42755383
1077	70.42359665
1078	70.41998999
1079	70.41095303
1080	70.40912091
1081	70.40728964
1082	70.39928513
1083	70.39229604
1084	70.39037148
1085	70.37962246
1086	70.37534603
1087	70.37388988
1088	70.37321823
1089	70.36579937
1090	70.36189672
1091	70.35848334
1092	70.35512058
1093	70.34356434
1094	70.34065899
1095	70.33786306
1096	70.33690403
1097	70.33322462
1098	70.33165442
1099	70.32633013
1100	70.32452217
1101	70.31415405
1102	70.31335091
1103	70.31190798
1104	70.30321639
1105	70.2993917
1106	70.29629859
1107	70.2961799
1108	70.28782018
1109	70.28642509
1110	70.28379566
1111	70.27865301
1112	70.27469376
1113	70.27396837
1114	70.26095504
1115	70.25150354
1116	70.24380406
1117	70.23908012
1118	70.23439113
1119	70.23113566
1120	70.23001293
1121	70.22548206
1122	70.21852982
1123	70.2114828
1124	70.20533627
1125	70.20112709
1126	70.19569226
1127	70.19569089
1128	70.19292225
1129	70.18500683
1130	70.17953569
1131	70.16147677
1132	70.14714704
1133	70.14433075
1134	70.12945203
1135	70.12715537
1136	70.12459133
1137	70.12329745
1138	70.12050549
1139	70.11887386
1140	70.1172934
1141	70.11398386
1142	70.11157406
1143	70.11003364
1144	70.10740569
1145	70.10268028
1146	70.10021902
1147	70.09241461
1148	70.09059313
1149	70.08727386
1150	70.08556554
1151	70.07428189
1152	70.0728259
1153	70.05997982
1154	70.05244566
1155	70.04783075
1156	70.04499826
1157	70.04331424
1158	70.03316054
1159	70.03189834
1160	70.02849122
1161	70.02221861
1162	70.01723944
1163	70.01653033
1164	70.01289812
1165	70.00673345
1166	70.00460609
1167	69.99826188
1168	69.99072188
1169	69.98415002
1170	69.97356034
1171	69.97251667
1172	69.96815243
1173	69.94166664
1174	69.93625842
1175	69.93063571
1176	69.92688348
1177	69.92154994
1178	69.91175279
1179	69.90210345
1180	69.90128411
1181	69.8986116
1182	69.89256507
1183	69.86999307
1184	69.86466103
1185	69.85523221
1186	69.84810525
1187	69.83851288
1188	69.83160272
1189	69.83015134
1190	69.82890224
1191	69.82510368
1192	69.82263114
1193	69.81878637
1194	69.81277552
1195	69.80514133
1196	69.80514124
1197	69.79775848
1198	69.79503433
1199	69.7929618
1200	69.78453061
1201	69.78212367
1202	69.77892817
1203	69.77599148
1204	69.76534314
1205	69.764203
1206	69.76323275
1207	69.76070717
1208	69.75825567
1209	69.75264338
1210	69.74893962
1211	69.74502081
1212	69.73778939
1213	69.73216274
1214	69.72822812
1215	69.7259678
1216	69.72411526
1217	69.72118798
1218	69.71849026
1219	69.71009806
1220	69.6898541
1221	69.68887191
1222	69.68478905
1223	69.6843727
1224	69.68125744
1225	69.68080406
1226	69.67839474
1227	69.67348348
1228	69.67214413
1229	69.6641888
1230	69.65291834
1231	69.64896819
1232	69.64498241
1233	69.64437519
1234	69.63693299
1235	69.62687967
1236	69.62337545
1237	69.62235982
1238	69.62102054
1239	69.60890132
1240	69.60837392
1241	69.60006402
1242	69.59676096
1243	69.59581398
1244	69.58706278
1245	69.58596152
1246	69.58068279
1247	69.5780739
1248	69.57448079
1249	69.56568653
1250	69.56527056
1251	69.56133869
1252	69.55966131
1253	69.5584776
1254	69.55667371
1255	69.55145893
1256	69.54768932
1257	69.54042264
1258	69.53294117
1259	69.52644347
1260	69.51885395
1261	69.51472748
1262	69.51424961
1263	69.51110966
1264	69.50834708
1265	69.50364135
1266	69.50098762
1267	69.49412094
1268	69.49249478
1269	69.49008703
1270	69.46891577
1271	69.45901875
1272	69.45244989
1273	69.43973537
1274	69.43600125
1275	69.4299378
1276	69.42738243
1277	69.4195938
1278	69.41098181
1279	69.4071062
1280	69.40376587
1281	69.38247925
1282	69.38002203
1283	69.37345625
1284	69.37009656
1285	69.36414683
1286	69.36267293
1287	69.36041121
1288	69.35828484
1289	69.35761149
1290	69.35569023
1291	69.35269889
1292	69.34821396
1293	69.34694825
1294	69.34067118
1295	69.33458035
1296	69.33245378
1297	69.33127517
1298	69.30922324
1299	69.30550549
1300	69.29322192
1301	69.28288064
1302	69.27861344
1303	69.27425655
1304	69.27343612
1305	69.27319393
1306	69.27015941
1307	69.26802282
1308	69.26604132
1309	69.25995548
1310	69.25889453
1311	69.25582711
1312	69.25242899
1313	69.24875396
1314	69.2463744
1315	69.2463744
1316	69.2374696
1317	69.23534927
1318	69.2345293
1319	69.22599123
1320	69.21737102
1321	69.21395317
1322	69.206914
1323	69.18613063
1324	69.18256444
1325	69.1795857
1326	69.17140869
1327	69.16908913
1328	69.1673263
1329	69.16435598
1330	69.16027634
1331	69.15813167
1332	69.14888204
1333	69.14831826
1334	69.14386377
1335	69.13544181
1336	69.1348358
1337	69.1298749
1338	69.12851203
1339	69.12367508
1340	69.11624616
1341	69.11379768
1342	69.10572633
1343	69.10348697
1344	69.09932485
1345	69.09737081
1346	69.09575706
1347	69.09052899
1348	69.08488207
1349	69.08360576
1350	69.0814036
1351	69.07819336
1352	69.07096649
1353	69.06496317
1354	69.06345867
1355	69.06197878
1356	69.05502392
1357	69.05146102
1358	69.04902672
1359	69.04808499
1360	69.04414212
1361	69.03708106
1362	69.03091119
1363	69.02985405
1364	69.02724378
1365	69.02408734
1366	69.02246751
1367	69.01963402
1368	69.01849624
1369	69.01690395
1370	69.01690383
1371	69.01670074
1372	69.01265314
1373	69.00270784
1374	68.99715847
1375	68.99243054
1376	68.98904246
1377	68.98719772
1378	68.98503405
1379	68.98374615
1380	68.9746071
1381	68.97263078
1382	68.97048395
1383	68.96714764
1384	68.96352112
1385	68.96220307
1386	68.96140843
1387	68.93812298
1388	68.93070991
1389	68.92889085
1390	68.92488227
1391	68.91988973
1392	68.8889774
1393	68.8863891
1394	68.88276062
1395	68.87651733
1396	68.87325943
1397	68.86534426
1398	68.85790991
1399	68.8523475
1400	68.85234746
1401	68.84829506
1402	68.84627597
1403	68.8319785
1404	68.83043228
1405	68.82444699
1406	68.82268222
1407	68.81847525
1408	68.81702866
1409	68.79613548
1410	68.79300793
1411	68.77554439
1412	68.7640313
1413	68.75866711
1414	68.75652276
1415	68.75552162
1416	68.75452111
1417	68.74742939
1418	68.74503415
1419	68.74185433
1420	68.73132549
1421	68.7238387
1422	68.72256906
1423	68.71660569
1424	68.71109673
1425	68.70294462
1426	68.70185814
1427	68.7005893
1428	68.69481837
1429	68.69102323
1430	68.68938301
1431	68.68244585
1432	68.68244532
1433	68.66886584
1434	68.65600568
1435	68.65491176
1436	68.64278006
1437	68.63295706
1438	68.62931625
1439	68.62569185
1440	68.6102944
1441	68.60368836
1442	68.59980981
1443	68.57636342
1444	68.56960636
1445	68.56586908
1446	68.55947881
1447	68.55853636
1448	68.55470219
1449	68.54285847
1450	68.53833587
1451	68.53116056
1452	68.52727457
1453	68.51966712
1454	68.51611324
1455	68.51240454
1456	68.51178478
1457	68.5098689
1458	68.50956501
1459	68.50844687
1460	68.49770876
1461	68.49090563
1462	68.48139914
1463	68.48038834
1464	68.47529537
1465	68.46480496
1466	68.45915941
1467	68.45384186
1468	68.45170895
1469	68.44518177
1470	68.44377803
1471	68.43260249
1472	68.42492235
1473	68.40286912
1474	68.39651783
1475	68.3916195
1476	68.3849743
1477	68.38072166
1478	68.36914486
1479	68.36442004
1480	68.35589238
1481	68.35382611
1482	68.34917131
1483	68.34784781
1484	68.33025111
1485	68.31553445
1486	68.31265505
1487	68.30976642
1488	68.29994912
1489	68.29512859
1490	68.29230741
1491	68.28350828
1492	68.27513523
1493	68.27163355
1494	68.267757
1495	68.26713831
1496	68.25910514
1497	68.25463977
1498	68.2526411
1499	68.2510208
1500	68.24919441
1501	68.24525823
1502	68.23950146
1503	68.23783809
1504	68.23376223
1505	68.23176898
1506	68.22991987
1507	68.21484974
1508	68.19630268
1509	68.19519823
1510	68.19312875
1511	68.17933825
1512	68.17213481
1513	68.15690618
1514	68.1541752
1515	68.14974574
1516	68.1477014
1517	68.1449008
1518	68.14167468
1519	68.13576134
1520	68.13402242
1521	68.12226303
1522	68.11516911
1523	68.10306109
1524	68.08678632
1525	68.08121049
1526	68.07340202
1527	68.04433241
1528	68.04307128
1529	68.04230537
1530	68.02832938
1531	68.02411059
1532	68.00765263
1533	68.00049497
1534	67.9839049
1535	67.96540663
1536	67.9622415
1537	67.95827836
1538	67.94389237
1539	67.94250405
1540	67.9403247
1541	67.93379267
1542	67.92839396
1543	67.92553746
1544	67.92440573
1545	67.90830642
1546	67.90487073
1547	67.88988112
1548	67.88812237
1549	67.88651812
1550	67.86612872
1551	67.84611482
1552	67.83815662
1553	67.83535733
1554	67.83340392
1555	67.82860411
1556	67.82601804
1557	67.80864843
1558	67.80102417
1559	67.79247012
1560	67.77365511
1561	67.77285738
1562	67.76916387
1563	67.75740833
1564	67.75434803
1565	67.7427834
1566	67.73800653
1567	67.73373203
1568	67.73171303
1569	67.72109117
1570	67.71975107
1571	67.7054699
1572	67.7039799
1573	67.6953894
1574	67.68362225
1575	67.68169664
1576	67.67627411
1577	67.66844446
1578	67.66577176
1579	67.66004362
1580	67.64078562
1581	67.63622074
1582	67.63441184
1583	67.62346024
1584	67.61024848
1585	67.60292827
1586	67.60064073
1587	67.59926439
1588	67.597065
1589	67.59234783
1590	67.5889047
1591	67.58499766
1592	67.58040842
1593	67.55888948
1594	67.55296962
1595	67.5339832
1596	67.53185405
1597	67.52984413
1598	67.52881814
1599	67.52105097
1600	67.51841479
1601	67.51713197
1602	67.51656695
1603	67.51311397
1604	67.48996145
1605	67.48152554
1606	67.47994304
1607	67.45546031
1608	67.4497178
1609	67.44321683
1610	67.43626404
1611	67.43461353
1612	67.42517281
1613	67.40455112
1614	67.3869661
1615	67.38588012
1616	67.38289735
1617	67.38093329
1618	67.37310582
1619	67.36907754
1620	67.3577824
1621	67.35311654
1622	67.34617347
1623	67.34509833
1624	67.34421221
1625	67.32589537
1626	67.32418435
1627	67.32015913
1628	67.31849743
1629	67.31337155
1630	67.31125907
1631	67.31038385
1632	67.30812305
1633	67.30655291
1634	67.30506384
1635	67.30330971
1636	67.28580132
1637	67.27229536
1638	67.25002382
1639	67.24571114
1640	67.24343281
1641	67.242402
1642	67.23646628
1643	67.23045583
1644	67.22175733
1645	67.2063206
1646	67.19045288
1647	67.17656365
1648	67.17464231
1649	67.17083344
1650	67.16832848
1651	67.15545597
1652	67.14405493
1653	67.12384661
1654	67.12064161
1655	67.1174412
1656	67.10514202
1657	67.09396965
1658	67.09273739
1659	67.06985511
1660	67.06912691
1661	67.06634196
1662	67.06558576
1663	67.04779134
1664	67.04132401
1665	67.03832949
1666	67.01873451
1667	67.00481054
1668	66.99668987
